srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,proto_encoded,state_encoded,service_encoded,srcip_encoded,dstip_encoded
8,20217.0,4,25.0,0.0,0.0,0.022874,37428.0,3276.0,31.0,29.0,18.0,8.0,0.0,12838682.0,1117425.875,52.0,40.0,255.0,255.0,1458129154.0,1459138569.0,720.0,82.0,0.0,0.0,25.969239,1.124168,1424225054.0,1424225055.0,0.441843,0.573538,0.000623,0.000501,0.000122,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0,2.0,2.0,5.0,9,5
12,42717.0,10,4792.0,0.0,0.0,0.159553,4862.0,82782.0,31.0,29.0,7.0,36.0,0.0,240923.0625,4102461.0,84.0,86.0,255.0,255.0,3984364715.0,4044887435.0,58.0,963.0,0.0,0.0,102.549465,100.654572,1424250042.0,1424250042.0,1.941976,1.870824,0.000672,0.00053,0.000142,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,0,2.0,2.0,3.0,13,11
4,55358.0,0,61476.0,0.0,0.0,0.058942,4862.0,81270.0,31.0,29.0,7.0,36.0,0.0,652166.5,10902243.0,84.0,86.0,255.0,255.0,4062895662.0,1926820492.0,58.0,945.0,0.0,0.0,42.017049,42.317242,1421961320.0,1421961320.0,0.706241,0.686471,0.000716,0.000582,0.000134,0.0,0.0,0.0,0.0,0.0,11.0,4.0,3.0,5.0,1.0,1.0,1.0,0,2.0,2.0,3.0,5,1
11,5170.0,20,80.0,0.0,0.0,1.102905,1580.0,10168.0,31.0,29.0,3.0,5.0,0.0,10510.42481,69663.29688,12.0,18.0,255.0,255.0,3843591689.0,3848812584.0,132.0,565.0,1.0,3924.0,9582.326638,7719.00359,1421967314.0,1421967316.0,100.228639,64.84735,0.000626,0.000492,0.000134,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0,2.0,2.0,4.0,12,21
15,1043.0,5,53.0,0.0,0.0,5e-06,264.0,0.0,60.0,0.0,0.0,0.0,0.0,211200000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,1424253485.0,1424253485.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,51.0,51.0,14.0,14.0,14.0,14.0,51.0,0,1.0,3.0,1.0,16,6
9,6389.0,2,445.0,0.0,0.0,3.478152,1474.0,942.0,254.0,252.0,3.0,2.0,0.0,3109.697266,1987.262207,12.0,12.0,255.0,255.0,3801231766.0,1325873016.0,123.0,79.0,0.0,0.0,22368.08974,544.278688,1424247683.0,1424247686.0,316.195642,310.521906,0.128042,0.061695,0.066347,0.0,1.0,0.2914540816326531,0.04522246535375638,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0,2.0,2.0,3.0,10,3
3,47439.0,3,53.0,0.0,0.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424231356.0,1424231356.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,34.0,34.0,16.0,17.0,16.0,16.0,34.0,0,1.0,3.0,1.0,4,4
0,3697.0,13,80.0,0.0,0.0,1.717799,1580.0,10168.0,31.0,29.0,3.0,5.0,0.0,6748.17041,44727.00391,12.0,18.0,255.0,255.0,1948944431.0,1973987125.0,132.0,565.0,1.0,3924.0,11553.29074,8759.140314,1421963646.0,1421963648.0,156.132812,101.016824,0.000646,0.000508,0.000138,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,0,2.0,2.0,4.0,1,14
12,5195.0,18,47485.0,0.0,0.0,0.011971,2334.0,15722.0,31.0,29.0,7.0,12.0,0.0,1516999.5,10230725.0,36.0,38.0,255.0,255.0,454788711.0,455120062.0,65.0,414.0,0.0,0.0,20.823845,19.410637,1421972585.0,1421972585.0,0.332486,0.306432,0.000754,0.000622,0.000132,0.0,0.0,0.0,0.0,0.0,15.0,4.0,1.0,6.0,1.0,1.0,1.0,0,2.0,2.0,3.0,13,19
2,47439.0,3,53.0,0.0,0.0,5e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,91200000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424237327.0,1424237327.0,0.005,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,32.0,32.0,20.0,23.0,20.0,20.0,32.0,0,1.0,3.0,1.0,3,4
2,60108.0,9,1723.0,0.0,0.0,0.71979,2516.0,268.0,254.0,252.0,2.0,1.0,0.0,25174.00977,2489.61499,10.0,6.0,255.0,255.0,2729768504.0,1256530659.0,252.0,45.0,0.0,0.0,4294.390742,173.778594,1424254384.0,1424254385.0,74.737889,120.397203,0.349237,0.1178,0.231437,0.0,1.0,0.2914540816326531,0.04522246535375638,0.0,7.0,5.0,2.0,2.0,2.0,2.0,5.0,0,2.0,2.0,3.0,3,10
13,63890.0,13,80.0,0.0,0.0,1.004901,1684.0,10168.0,31.0,29.0,3.0,5.0,0.0,12450.97754,76457.28125,14.0,18.0,255.0,255.0,2963062598.0,2968286435.0,120.0,565.0,2.0,0.0,8761.585501,7674.599157,1424255051.0,1424255052.0,77.270921,59.078648,0.000706,0.000561,0.000145,0.0,0.0,1.0,0.04522246535375638,0.0,3.0,2.0,3.0,9.0,2.0,1.0,2.0,0,2.0,2.0,4.0,14,14
1,30603.0,19,6881.0,0.0,0.0,0.020971,1540.0,1644.0,31.0,29.0,4.0,4.0,0.0,550855.9375,592437.1875,16.0,18.0,255.0,255.0,3384701469.0,3391698338.0,96.0,91.0,0.0,0.0,80.578184,2.260216,1424251207.0,1424251207.0,1.3738,1.186,0.000961,0.000808,0.000153,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,9.0,9.0,6.0,10.0,5.0,1.0,6.0,0,2.0,2.0,3.0,2,20
6,47439.0,6,53.0,0.0,0.0,3e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,152000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424260141.0,1424260141.0,0.003,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,16.0,16.0,11.0,11.0,11.0,5.0,16.0,0,1.0,3.0,1.0,7,7
4,34898.0,12,80.0,0.0,0.0,0.004056,1056.0,824.0,31.0,29.0,2.0,2.0,0.0,1822485.125,1463510.75,8.0,10.0,255.0,255.0,1188834937.0,1189839156.0,132.0,82.0,1.0,83.0,33.45122,0.699472,1421959790.0,1421959790.0,0.529571,0.389,0.000702,0.000551,0.000151,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,0,2.0,2.0,4.0,5,13
11,42897.0,10,5190.0,0.0,0.0,0.005201,1036.0,2262.0,31.0,29.0,4.0,4.0,0.0,1461257.5,3190155.75,12.0,12.0,255.0,255.0,4206104259.0,4206416073.0,86.0,189.0,0.0,0.0,22.516047,0.530426,1421944512.0,1421944512.0,0.437364,0.417273,0.000842,0.000601,0.000241,0.0,0.0,0.0,0.0,0.0,9.0,10.0,4.0,4.0,1.0,1.0,3.0,0,2.0,2.0,3.0,12,11
22,138.0,26,138.0,0.0,0.0,0.000107,503.0,0.0,64.0,0.0,0.0,0.0,0.0,18841122.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,1424245603.0,1424245603.0,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,0,1.0,3.0,3.0,23,27
8,12203.0,4,111.0,0.0,0.0,0.005229,568.0,312.0,31.0,29.0,0.0,0.0,0.0,651749.875,358003.4375,4.0,4.0,0.0,0.0,0.0,0.0,142.0,78.0,0.0,0.0,1.994278,1.761639,1421967633.0,1421967633.0,1.416667,1.248667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,4.0,1.0,1.0,3.0,0,1.0,1.0,3.0,9,5
3,0.0,11,0.0,0.0,0.0,9e-06,200.0,0.0,254.0,0.0,0.0,0.0,0.0,88888888.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1424230422.0,1424230422.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,3.0,3.0,1.0,21.0,1.0,1.0,3.0,0,4.0,3.0,3.0,4,12
3,1043.0,3,53.0,0.0,0.0,1e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,456000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424230820.0,1424230820.0,0.001,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,34.0,34.0,25.0,26.0,25.0,25.0,34.0,0,1.0,3.0,1.0,4,4
3,47439.0,14,53.0,0.0,0.0,4e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,114000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424248043.0,1424248043.0,0.004,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,11.0,11.0,7.0,8.0,7.0,7.0,11.0,0,1.0,3.0,1.0,4,15
2,1043.0,3,53.0,0.0,0.0,3e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,152000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424239453.0,1424239453.0,0.003,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,42.0,42.0,24.0,24.0,24.0,24.0,42.0,0,1.0,3.0,1.0,3,4
3,1043.0,14,53.0,0.0,0.0,3e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,152000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424245619.0,1424245619.0,0.003,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,1.0,3.0,1.0,4,15
4,23637.0,8,111.0,0.0,0.0,0.111228,568.0,304.0,31.0,29.0,0.0,0.0,0.0,30639.76758,16398.74805,4.0,4.0,0.0,0.0,0.0,0.0,142.0,76.0,0.0,0.0,40.999938,45.186008,1421962609.0,1421962609.0,29.002334,31.956334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,2.0,2.0,1.0,1.0,2.0,0,1.0,1.0,3.0,5,9
3,1043.0,3,53.0,0.0,0.0,1e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,456000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424232179.0,1424232179.0,0.001,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,34.0,34.0,20.0,20.0,20.0,12.0,34.0,0,1.0,3.0,1.0,4,4
2,47439.0,2,53.0,0.0,0.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424252560.0,1424252560.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,19.0,19.0,11.0,12.0,11.0,11.0,19.0,0,1.0,3.0,1.0,3,3
2,0.0,6,0.0,0.0,0.0,9e-06,200.0,0.0,254.0,0.0,0.0,0.0,0.0,88888888.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1424237382.0,1424237382.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,0,4.0,3.0,3.0,3,7
2,47439.0,3,53.0,0.0,0.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424238097.0,1424238097.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,38.0,38.0,20.0,21.0,19.0,19.0,39.0,0,1.0,3.0,1.0,3,4
0,11105.0,20,143.0,0.0,0.0,1.534774,7822.0,14836.0,31.0,29.0,30.0,32.0,0.0,40438.52734,76722.70313,122.0,126.0,255.0,255.0,1583818068.0,3735008574.0,64.0,118.0,0.0,0.0,717.193745,704.661348,1424254207.0,1424254209.0,12.786942,12.274216,0.000628,0.000491,0.000137,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,5.0,3.0,3.0,5.0,1.0,1.0,1.0,0,2.0,2.0,3.0,1,21
7,47439.0,7,53.0,0.0,0.0,9e-06,264.0,0.0,60.0,0.0,0.0,0.0,0.0,117333328.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,1424245881.0,1424245881.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,43.0,43.0,38.0,38.0,38.0,20.0,43.0,0,1.0,3.0,1.0,8,8
4,57771.0,0,54528.0,0.0,0.0,0.401625,4976.0,3080.0,31.0,29.0,7.0,7.0,0.0,95591.65625,59319.01563,28.0,30.0,255.0,255.0,892299341.0,3273936807.0,178.0,103.0,0.0,0.0,841.544438,21.512344,1421940849.0,1421940849.0,14.86337,13.832311,0.000622,0.000483,0.000139,0.0,0.0,0.0,0.0,0.0,14.0,3.0,4.0,5.0,1.0,1.0,3.0,0,2.0,2.0,3.0,5,1
3,1043.0,3,53.0,0.0,0.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424233599.0,1424233599.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,28.0,28.0,25.0,25.0,25.0,25.0,28.0,0,1.0,3.0,1.0,4,4
12,19298.0,1,36042.0,0.0,0.0,0.013935,2766.0,26160.0,31.0,29.0,7.0,16.0,0.0,1552350.25,14692214.0,44.0,46.0,255.0,255.0,3033611994.0,888505927.0,63.0,569.0,0.0,0.0,18.818538,18.333199,1424244227.0,1424244227.0,0.323667,0.297044,0.000669,0.000559,0.00011,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,10.0,4.0,1.0,6.0,1.0,1.0,3.0,0,2.0,2.0,3.0,13,2
8,40127.0,18,39816.0,0.0,0.0,0.034033,3614.0,44706.0,31.0,29.0,7.0,24.0,0.0,835424.4375,10339376.0,60.0,62.0,255.0,255.0,2073175324.0,4223083952.0,60.0,721.0,0.0,0.0,41.46293,41.015049,1421969498.0,1421969498.0,0.570847,0.547525,0.000762,0.000623,0.000139,0.0,0.0,0.0,0.0,0.0,7.0,11.0,3.0,2.0,1.0,1.0,1.0,0,2.0,2.0,3.0,9,19
2,0.0,9,0.0,0.0,0.0,1e-05,200.0,0.0,254.0,0.0,0.0,0.0,0.0,400000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1421930728.0,1421930728.0,0.002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,14.0,4.0,9.0,4.0,4.0,4.0,0,4.0,3.0,3.0,3,10
6,1043.0,9,53.0,0.0,0.0,8e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,57000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424224275.0,1424224275.0,0.008,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,20.0,20.0,17.0,19.0,17.0,8.0,20.0,0,1.0,3.0,1.0,7,10
1,51523.0,20,28219.0,0.0,0.0,0.052873,2438.0,19242.0,31.0,29.0,7.0,13.0,0.0,359200.3438,2838651.0,38.0,40.0,255.0,255.0,1772941100.0,4011053551.0,64.0,481.0,0.0,0.0,0.0,94.038212,1424237053.0,1424237053.0,1.419189,1.342333,0.000654,0.000519,0.000135,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,7.0,5.0,2.0,4.0,1.0,1.0,1.0,0,2.0,2.0,3.0,2,21
2,47439.0,3,53.0,0.0,0.0,3e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,152000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424239430.0,1424239430.0,0.003,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,29.0,29.0,20.0,20.0,20.0,20.0,29.0,0,1.0,3.0,1.0,3,4
2,1043.0,3,53.0,0.0,0.0,8e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,57000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424240557.0,1424240557.0,0.008,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,36.0,36.0,21.0,21.0,21.0,21.0,36.0,0,1.0,3.0,1.0,3,4
1,19804.0,18,62584.0,0.0,0.0,0.467314,4840.0,3080.0,31.0,29.0,7.0,7.0,0.0,79912.00781,50980.71094,28.0,30.0,255.0,255.0,3194636306.0,1124802710.0,173.0,103.0,0.0,0.0,1138.224932,29.927123,1424242986.0,1424242986.0,17.961731,16.095931,0.000662,0.000529,0.000133,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,13.0,6.0,3.0,3.0,1.0,1.0,4.0,0,2.0,2.0,3.0,2,19
11,9047.0,8,45707.0,0.0,0.0,0.376389,5016.0,3080.0,31.0,29.0,7.0,7.0,0.0,102808.5313,63296.21875,28.0,30.0,255.0,255.0,1935515130.0,1938726869.0,179.0,103.0,0.0,0.0,829.562367,21.519814,1421944838.0,1421944838.0,13.927371,12.960414,0.000684,0.00053,0.000154,0.0,0.0,0.0,0.0,0.0,11.0,12.0,10.0,7.0,3.0,3.0,5.0,0,2.0,2.0,3.0,12,9
2,1043.0,2,53.0,0.0,0.0,8e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,57000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424253872.0,1424253872.0,0.008,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,29.0,29.0,16.0,16.0,16.0,16.0,29.0,0,1.0,3.0,1.0,3,3
15,1043.0,5,53.0,0.0,0.0,6e-06,264.0,0.0,60.0,0.0,0.0,0.0,0.0,176000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,1424251715.0,1424251715.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,37.0,37.0,13.0,13.0,13.0,13.0,37.0,0,1.0,3.0,1.0,16,6
3,1043.0,14,53.0,0.0,0.0,3e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,152000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424244527.0,1424244527.0,0.003,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,35.0,35.0,22.0,23.0,22.0,22.0,35.0,0,1.0,3.0,1.0,4,15
13,37611.0,19,80.0,0.0,0.0,0.004274,1044.0,824.0,31.0,29.0,2.0,2.0,0.0,1710809.625,1388862.875,8.0,10.0,255.0,255.0,819083427.0,2965548629.0,131.0,82.0,1.0,83.0,35.076548,0.756718,1421935766.0,1421935766.0,0.553286,0.412889,0.000706,0.000551,0.000155,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2.0,2.0,4.0,14,20
1,52052.0,18,53.0,0.0,0.0,0.001062,146.0,178.0,31.0,29.0,0.0,0.0,0.0,549905.8125,670433.125,2.0,2.0,0.0,0.0,0.0,0.0,73.0,89.0,0.0,0.0,0.0,0.0,1421960782.0,1421960782.0,0.001,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,0,1.0,1.0,1.0,2,19
8,33475.0,8,27469.0,0.0,0.0,0.020241,2542.0,23278.0,31.0,29.0,7.0,14.0,0.0,979793.5,8981375.0,40.0,42.0,255.0,255.0,2096262532.0,4241975901.0,64.0,554.0,0.0,0.0,33.534994,32.397998,1421944455.0,1421944455.0,0.510487,0.479146,0.000751,0.000586,0.000165,0.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,3.0,1.0,1.0,1.0,0,2.0,2.0,3.0,9,9
2,47439.0,2,53.0,0.0,0.0,2e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,228000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424253103.0,1424253103.0,0.002,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,34.0,34.0,34.0,34.0,34.0,18.0,34.0,0,1.0,3.0,1.0,3,3
2,1043.0,2,53.0,0.0,0.0,8e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,57000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424255037.0,1424255037.0,0.008,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,34.0,34.0,34.0,34.0,34.0,16.0,34.0,0,1.0,3.0,1.0,3,3
2,1043.0,3,53.0,0.0,0.0,1e-05,114.0,0.0,254.0,0.0,0.0,0.0,0.0,45600000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424240540.0,1424240540.0,0.01,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,34.0,34.0,14.0,14.0,14.0,14.0,34.0,0,1.0,3.0,1.0,3,4
2,47439.0,2,53.0,0.0,0.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424253644.0,1424253644.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0,1.0,3.0,1.0,3,3
6,9197.0,16,80.0,0.0,0.0,0.292802,834.0,972.0,62.0,252.0,2.0,2.0,0.0,20518.98438,23251.20703,10.0,8.0,255.0,255.0,815819301.0,2198797888.0,83.0,122.0,0.0,0.0,1624.00712,57.82307,1424234320.0,1424234320.0,32.533556,40.108,0.061652,0.011392,0.05026,0.0,1.0,0.2914540816326531,0.04522246535375638,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2.0,2.0,4.0,7,17
17,42538.0,10,143.0,0.0,0.0,0.034128,7820.0,15060.0,31.0,29.0,30.0,32.0,0.0,1818096.625,3502344.25,122.0,126.0,255.0,255.0,2461373368.0,2459580050.0,64.0,120.0,0.0,0.0,18.036807,14.88483,1424235157.0,1424235157.0,0.283933,0.256152,0.002229,0.0021,0.000129,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,6.0,4.0,1.0,3.0,1.0,1.0,1.0,0,2.0,2.0,3.0,18,11
21,0.0,25,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,1424234651.0,1424234651.0,60000.008,0.0,0.0,0.0,0.0,1.0,2.0,0.2914540816326531,0.04522246535375638,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,6.0,3.0,3.0,22,26
14,54115.0,20,5190.0,0.0,0.0,0.00414,1036.0,2262.0,31.0,29.0,4.0,4.0,0.0,1835748.875,4007729.5,12.0,12.0,255.0,255.0,3533435910.0,1388361355.0,86.0,189.0,0.0,0.0,17.318784,0.389392,1424231057.0,1424231057.0,0.344818,0.320909,0.00074,0.000601,0.000139,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,5.0,5.0,3.0,2.0,2.0,2.0,4.0,0,2.0,2.0,3.0,15,21
19,47439.0,21,53.0,0.0,0.0,8e-06,264.0,0.0,60.0,0.0,0.0,0.0,0.0,132000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,1424259068.0,1424259068.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,56.0,56.0,56.0,56.0,56.0,23.0,56.0,0,1.0,3.0,1.0,20,22
7,47439.0,7,53.0,0.0,0.0,7e-06,264.0,0.0,60.0,0.0,0.0,0.0,0.0,150857136.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,1424245975.0,1424245975.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,41.0,41.0,17.0,17.0,17.0,17.0,41.0,0,1.0,3.0,1.0,8,8
1,3317.0,10,111.0,0.0,0.0,0.005872,568.0,304.0,31.0,29.0,0.0,0.0,0.0,580381.5,310626.6875,4.0,4.0,0.0,0.0,0.0,0.0,142.0,76.0,0.0,0.0,2.332747,1.653452,1424257169.0,1424257169.0,1.655,1.175667,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,5.0,4.0,3.0,2.0,1.0,1.0,2.0,0,1.0,1.0,3.0,2,11
2,0.0,6,0.0,0.0,0.0,9e-06,200.0,0.0,254.0,0.0,0.0,0.0,0.0,88888888.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1424237378.0,1424237378.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,5.0,5.0,3.0,17.0,3.0,3.0,5.0,0,4.0,3.0,3.0,3,7
6,1043.0,6,53.0,0.0,0.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424261219.0,1424261219.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,30.0,30.0,15.0,14.0,14.0,14.0,30.0,0,1.0,3.0,1.0,7,7
