srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,Label
3,195,6,4,1,1,0.409808,764,268,254,252,2,1,3,13430.67969,4372.779297,10,6,255,255,2893549934,4240670563,76,45,1,0,2089.061642,95.583766,1424225770,1424225771,41.151444,71.210398,0.101785,0.053747,0.048038,0,1,1.0,,2,1,1,1,2,1,1,1,1
8,196,12,82,0,0,0.001683,544,304,31,29,0,0,2,1939393.875,1083779.0,4,4,0,0,0,0,136,76,0,0,0.612119,0.291328,1424222799,1424222799,0.436333,0.21,0.0,0.0,0.0,0,0,,,2,12,4,4,3,1,1,3,0
1,197,1,4,1,1,1.004683,1580,10168,31,29,3,5,3,11537.96777,76473.875,12,18,255,255,4179670595,4180682771,132,565,1,3924,9528.746337,7674.7046,1424253392,1424253393,91.304092,59.066528,0.000681,0.000548,0.000133,0,0,1.0,,2,1,1,2,2,1,1,1,0
8,198,4,9,1,1,1.256254,1920,4312,31,29,6,6,2,11672.79883,26319.51953,22,24,255,255,3028557761,3028884268,87,180,0,0,5310.25958,5079.803367,1421968401,1421968402,59.805001,54.592262,0.000759,0.000621,0.000138,0,0,0.0,0.0,0,8,5,2,3,1,1,1,0
9,199,14,26,1,1,59.906666,9046,364,254,252,4,1,2,1140.974854,42.599602,18,8,255,255,3211893627,3040098075,503,46,0,0,450882.1162,20576.122,1424245381,1424245441,3523.92159,8529.25,0.237948,0.147488,0.09046,0,1,,,2,4,4,3,3,3,2,4,1
13,200,10,83,1,1,0.040643,3302,37226,31,29,7,21,2,637945.0625,7196713.0,54,56,255,255,692346961,707101858,61,665,0,0,51.937621,43.79583,1421945784,1421945784,0.758679,0.721782,0.00111,0.000941,0.000169,0,0,0.0,0.0,0,13,5,3,4,1,1,2,0
2,5,2,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253548,1424253548,0.009,0.0,0.0,0.0,0.0,0,2,,,2,16,16,16,17,16,16,16,1
2,201,15,12,0,2,3e-06,104,0,254,0,0,0,2,138666656.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1424231330,1424231330,0.003,0.0,0.0,0.0,0.0,0,2,,,2,11,11,4,4,4,1,11,1
15,2,5,0,0,2,2e-06,264,0,60,0,0,0,0,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424254115,1424254115,0.002,0.0,0.0,0.0,0.0,0,0,,,2,34,34,20,20,20,20,34,0
6,8,17,6,3,2,6e-06,200,0,254,0,0,0,2,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223287,1424223287,0.006,0.0,0.0,0.0,0.0,0,2,,,2,9,9,5,15,5,5,9,1
2,8,15,6,3,2,9e-06,200,0,254,0,0,0,2,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244416,1424244416,0.009,0.0,0.0,0.0,0.0,0,2,,,2,3,3,3,4,2,2,5,1
11,202,0,84,1,1,0.814167,8928,320,31,29,4,1,5,81467.3125,2623.540283,14,6,255,255,1039998310,1911881667,638,53,0,0,5632.762844,237.537047,1421946366,1421946367,62.62823,162.702203,0.000682,0.000523,0.000159,0,0,0.0,0.0,0,3,6,4,2,1,1,2,0
9,203,6,8,1,1,2.794757,134624,2364,62,252,56,8,4,382098.3438,6580.894531,118,36,255,255,3966463601,1938266430,1141,66,0,0,3054.847455,144.589063,1424252947,1424252950,23.878213,77.708313,0.093442,0.074963,0.018479,0,1,,,2,1,1,2,2,1,1,2,1
2,204,9,4,1,1,0.791193,2886,2972,254,252,2,2,3,26269.19141,26299.52539,10,8,255,255,3056294419,3216141604,289,372,1,1059,4487.797631,190.172984,1421931693,1421931693,87.910333,100.65043,0.218761,0.061694,0.157067,0,1,1.0,0.0,0,1,1,1,1,1,1,1,1
10,205,4,85,1,1,0.041858,3302,40478,31,29,7,21,2,619427.625,7598261.0,54,56,255,255,2649838193,2650121630,61,723,0,0,55.398407,53.075267,1424236463,1424236463,0.814725,0.750545,0.000715,0.000569,0.000146,0,0,,,2,5,4,6,2,1,1,2,0
4,206,0,30,1,1,0.094871,14616,17030,31,29,22,32,2,1220436.125,1421467.0,102,98,255,255,1552838314,3702749920,143,174,0,0,138.011566,143.155111,1421955743,1421955743,0.939317,0.969928,0.000793,0.000642,0.000151,0,0,0.0,0.0,0,4,11,1,1,1,1,1,0
7,5,7,0,0,2,5e-06,264,0,60,0,0,0,0,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424247926,1424247926,0.005,0.0,0.0,0.0,0.0,0,0,,,2,37,37,14,14,14,14,37,0
3,5,3,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424233678,1424233678,0.009,0.0,0.0,0.0,0.0,0,2,,,2,43,43,43,43,43,18,43,1
9,207,6,33,1,1,1.233867,994,748,254,252,3,2,2,5913.116699,4246.811035,12,8,255,255,2869921901,3598820004,83,94,0,0,6187.296938,256.300766,1424220392,1424220394,112.159636,168.350141,0.108407,0.05541,0.052997,0,1,,,2,2,2,1,2,1,1,2,1
10,208,20,86,1,1,0.034901,3926,58386,31,29,7,27,2,886392.9375,13186556.0,66,68,255,255,64649349,77585246,59,859,0,0,0.0,29.906255,1421940267,1421940267,0.531308,0.512791,0.000672,0.00054,0.000132,0,0,0.0,0.0,0,4,2,3,6,1,1,2,0
3,2,3,0,0,2,6e-06,114,0,254,0,0,0,0,76000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424231321,1424231321,0.006,0.0,0.0,0.0,0.0,0,2,,,2,45,42,38,38,38,24,42,1
3,5,3,0,0,2,8e-06,114,0,254,0,0,0,0,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424231591,1424231591,0.008,0.0,0.0,0.0,0.0,0,2,,,2,23,23,19,19,18,18,26,1
0,209,18,87,1,1,0.015988,2646,25310,31,29,7,15,2,1292469.375,12376783.0,42,44,255,255,687056757,687369081,63,575,0,0,26.724786,25.34923,1421947910,1421947910,0.380537,0.35807,0.000735,0.00058,0.000155,0,0,0.0,0.0,0,6,4,1,6,1,1,1,0
6,210,3,10,0,2,5e-06,168,0,254,0,0,0,2,134400000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424258101,1424258101,0.005,0.0,0.0,0.0,0.0,0,2,,,2,1,1,1,1,1,1,1,1
10,211,12,1,1,1,1.122609,2934,3742,31,29,11,15,1,20509.36719,26174.74023,52,54,255,255,1913718277,4064276221,56,69,0,0,1734.034416,58.166004,1424224636,1424224638,22.445659,21.164396,0.001041,0.000894,0.000147,0,0,,1.0,3,1,1,3,3,1,1,4,0
21,8,25,6,5,2,0.0,46,0,0,0,0,0,2,0.0,0.0,1,0,0,0,0,0,46,0,0,0,15.492032,0.0,1421957295,1421957295,60000.768,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0,2,2,2,2,2,2,2,0
2,212,17,88,1,1,0.605735,364,3754,62,252,1,3,2,4213.063477,44626.77734,8,10,255,255,1446385321,2923662858,46,375,0,0,5838.474111,5160.978708,1421932718,1421932719,86.533569,61.869778,0.100209,0.048268,0.051941,0,1,0.0,0.0,0,7,2,2,3,1,1,2,1
3,5,14,0,0,2,4e-06,114,0,254,0,0,0,0,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424245244,1424245244,0.004,0.0,0.0,0.0,0.0,0,2,,,2,17,17,17,17,17,17,17,1
2,5,2,0,0,2,3e-06,114,0,254,0,0,0,0,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253317,1424253317,0.003,0.0,0.0,0.0,0.0,0,2,,,2,29,29,12,12,12,12,29,1
14,213,20,9,1,1,0.362375,2054,2582,31,29,6,6,2,43292.17188,54816.14453,22,26,255,255,3110997997,3111300586,93,99,0,0,1169.256119,1053.286791,1424221943,1424221944,18.1009,14.47208,0.000686,0.000563,0.000123,0,0,,,2,6,9,2,3,1,1,3,0
6,214,9,4,1,1,1.411802,1536,71717,62,252,2,27,3,8222.116211,399381.7813,18,58,255,255,3970697977,2568981319,85,1237,1,34304,4652.513205,2692.490946,1424239708,1424239709,83.047176,22.296786,0.163478,0.10305,0.060428,0,1,1.0,,2,1,1,1,2,1,1,1,1
2,2,2,0,0,2,3e-06,114,0,254,0,0,0,0,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253301,1424253301,0.003,0.0,0.0,0.0,0.0,0,2,,,2,26,26,6,6,6,6,26,1
12,215,12,89,1,1,0.01289,2542,23432,31,29,7,14,2,1538557.0,14197052.0,40,42,255,255,2357624827,212556119,64,558,0,0,18.455315,17.792616,1424242369,1424242369,0.331053,0.307025,0.000726,0.0006,0.000126,0,0,,,2,5,7,2,4,1,1,2,0
10,216,10,18,1,1,0.834906,7806,16420,31,29,30,32,2,74192.78125,156089.4375,122,126,255,255,4285976692,4282792556,64,130,0,0,466.186728,462.714479,1421944484,1421944484,6.896959,6.675464,0.000588,0.000467,0.000121,0,0,0.0,0.0,0,6,3,1,7,1,1,1,0
2,5,3,0,0,2,4e-06,114,0,254,0,0,0,0,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424240597,1424240597,0.004,0.0,0.0,0.0,0.0,0,2,,,2,16,16,16,16,16,16,16,1
3,217,15,8,1,1,1.79156,6391,1788,62,252,9,8,4,27444.23828,7586.684082,26,20,255,255,362844134,2766589130,246,89,0,0,3758.403358,143.448937,1424252277,1424252279,71.626679,92.211211,0.107797,0.039538,0.068259,0,1,,,2,1,1,1,2,1,1,1,1
3,2,14,0,0,2,3e-06,114,0,254,0,0,0,0,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424244546,1424244546,0.003,0.0,0.0,0.0,0.0,0,2,,,2,26,26,22,22,22,22,26,1
10,218,0,90,1,1,0.096996,2854,29168,31,29,7,17,2,230277.5313,2355643.5,46,48,255,255,3033218032,3033515907,62,608,0,0,114.397695,110.069004,1424233744,1424233744,2.148711,2.051234,0.000707,0.000581,0.000126,0,0,,,2,6,5,5,5,1,1,3,0
17,219,10,7,1,1,0.243843,1540,1644,31,29,4,4,2,47374.74609,50950.81641,16,18,255,255,1522596494,3706075893,96,91,0,0,1254.298491,25.12698,1424240807,1424240807,16.2346,14.314353,0.000611,0.000491,0.00012,0,0,,,2,6,6,5,5,4,1,5,0
2,5,2,0,0,2,7e-06,114,0,254,0,0,0,0,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424254741,1424254741,0.007,0.0,0.0,0.0,0.0,0,2,,,2,24,24,8,9,8,8,24,1
1,220,12,91,1,1,0.106075,3806,52014,31,29,7,26,2,282592.5,3863379.75,64,66,255,255,1742706812,3922592853,59,788,0,0,0.0,87.675114,1421936015,1421936015,1.678095,1.623,0.000778,0.000576,0.000202,0,0,0.0,0.0,0,6,5,2,6,1,1,1,0
2,5,2,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424254793,1424254793,0.009,0.0,0.0,0.0,0.0,0,2,,,2,31,31,11,11,11,11,31,1
2,5,3,0,0,2,1e-06,114,0,254,0,0,0,0,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424238665,1424238665,0.001,0.0,0.0,0.0,0.0,0,2,,,2,44,44,47,44,44,20,44,1
14,221,19,92,1,1,0.085522,3494,40986,31,29,7,22,2,321227.2813,3767919.25,58,58,255,255,2997641388,3005210206,60,707,0,0,84.391487,83.565753,1421932806,1421932806,1.493895,1.491439,0.000642,0.000507,0.000135,0,0,0.0,0.0,0,10,5,1,5,1,1,1,0
1,222,12,10,0,0,0.004676,568,312,31,29,0,0,2,728828.0,400342.1563,4,4,0,0,0,0,142,78,0,0,1.697294,1.499302,1424243469,1424243469,1.206667,1.065667,0.0,0.0,0.0,0,0,,,2,18,6,4,8,3,2,4,0
3,223,14,93,1,0,0.375271,986,86,62,252,2,1,2,17523.33594,916.670898,6,2,255,255,2780377885,1918173936,164,43,0,0,4803.400146,0.0,1424224434,1424224435,75.0542,0.006,0.337595,0.19621,0.141385,0,3,,,2,7,7,2,2,2,1,7,0
11,224,19,94,1,1,0.301971,2854,29218,31,29,7,17,2,73967.36719,757953.625,46,48,255,255,521804097,2905076702,62,609,0,0,439.053175,427.688208,1424238443,1424238443,6.703467,6.412489,0.000708,0.000577,0.000131,0,0,,,2,4,3,1,3,1,1,1,0
6,8,15,6,3,2,6e-06,200,0,254,0,0,0,2,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251718,1424251718,0.006,0.0,0.0,0.0,0.0,0,2,,,2,3,3,2,2,2,2,3,1
3,2,3,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424232046,1424232046,0.009,0.0,0.0,0.0,0.0,0,2,,,2,46,46,40,40,40,23,46,1
9,225,17,64,0,2,6e-06,1044,0,254,0,0,0,2,696000000.0,0.0,2,0,0,0,0,0,522,0,0,0,0.0,0.0,1424226568,1424226568,0.006,0.0,0.0,0.0,0.0,0,2,,,2,24,23,15,15,15,1,23,1
3,2,3,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424233569,1424233569,0.009,0.0,0.0,0.0,0.0,0,2,,,2,43,43,43,44,43,25,43,1
2,8,9,6,14,2,7e-06,200,0,254,0,0,0,2,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930700,1421930700,0.007,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,10,10,2,3,2,2,2,1
2,226,3,33,1,1,2.214951,994,800,254,252,3,2,2,3293.978027,2600.509033,12,10,255,255,1690026828,4007991425,83,80,0,0,14656.98988,338.631031,1421927941,1421927943,187.954278,229.431672,0.235962,0.150063,0.085899,0,1,0.0,0.0,0,4,1,1,2,2,1,1,1
19,2,21,0,0,2,7e-06,264,0,60,0,0,0,0,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424260521,1424260521,0.007,0.0,0.0,0.0,0.0,0,0,,,2,29,29,18,18,18,18,29,0
6,5,6,0,0,2,5e-06,114,0,254,0,0,0,0,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260363,1424260363,0.005,0.0,0.0,0.0,0.0,0,2,,,2,20,20,16,16,16,10,21,1
2,8,15,6,3,2,6e-06,200,0,254,0,0,0,2,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244409,1424244409,0.006,0.0,0.0,0.0,0.0,0,2,,,2,11,11,6,6,4,4,14,1
3,5,14,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424246361,1424246361,0.009,0.0,0.0,0.0,0.0,0,2,,,2,17,17,16,17,16,16,17,1
2,5,3,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424240158,1424240158,0.009,0.0,0.0,0.0,0.0,0,2,,,2,38,38,15,14,14,14,38,1
6,5,6,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260960,1424260960,0.009,0.0,0.0,0.0,0.0,0,2,,,2,33,33,17,16,16,16,34,1
8,227,4,8,1,1,0.022874,37428,3276,31,29,18,8,4,12838682.0,1117425.875,52,40,255,255,1458129154,1459138569,720,82,0,0,25.969239,1.124168,1424225054,1424225055,0.441843,0.573538,0.000623,0.000501,0.000122,0,0,,,2,1,2,2,2,1,1,1,0
12,228,10,95,1,1,0.159553,4862,82782,31,29,7,36,2,240923.0625,4102461.0,84,86,255,255,3984364715,4044887435,58,963,0,0,102.549465,100.654572,1424250042,1424250042,1.941976,1.870824,0.000672,0.00053,0.000142,0,0,,,2,4,3,4,2,1,1,2,0
4,229,0,96,1,1,0.058942,4862,81270,31,29,7,36,2,652166.5,10902243.0,84,86,255,255,4062895662,1926820492,58,945,0,0,42.017049,42.317242,1421961320,1421961320,0.706241,0.686471,0.000716,0.000582,0.000134,0,0,0.0,0.0,0,11,4,3,5,1,1,1,0
11,230,20,4,1,1,1.102905,1580,10168,31,29,3,5,3,10510.42481,69663.29688,12,18,255,255,3843591689,3848812584,132,565,1,3924,9582.326638,7719.00359,1421967314,1421967316,100.228639,64.84735,0.000626,0.000492,0.000134,0,0,1.0,0.0,0,2,2,3,2,2,1,1,0
15,2,5,0,0,2,5e-06,264,0,60,0,0,0,0,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253485,1424253485,0.005,0.0,0.0,0.0,0.0,0,0,,,2,51,51,14,14,14,14,51,0
9,231,2,33,1,1,3.478152,1474,942,254,252,3,2,2,3109.697266,1987.262207,12,12,255,255,3801231766,1325873016,123,79,0,0,22368.08974,544.278688,1424247683,1424247686,316.195642,310.521906,0.128042,0.061695,0.066347,0,1,,,2,2,2,1,1,1,1,2,1
3,5,3,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424231356,1424231356,0.009,0.0,0.0,0.0,0.0,0,2,,,2,34,34,16,17,16,16,34,1
0,232,13,4,1,1,1.717799,1580,10168,31,29,3,5,3,6748.17041,44727.00391,12,18,255,255,1948944431,1973987125,132,565,1,3924,11553.29074,8759.140314,1421963646,1421963648,156.132812,101.016824,0.000646,0.000508,0.000138,0,0,1.0,0.0,0,1,2,3,5,1,1,1,0
12,233,18,97,1,1,0.011971,2334,15722,31,29,7,12,2,1516999.5,10230725.0,36,38,255,255,454788711,455120062,65,414,0,0,20.823845,19.410637,1421972585,1421972585,0.332486,0.306432,0.000754,0.000622,0.000132,0,0,0.0,0.0,0,15,4,1,6,1,1,1,0
2,5,3,0,0,2,5e-06,114,0,254,0,0,0,0,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424237327,1424237327,0.005,0.0,0.0,0.0,0.0,0,2,,,2,32,32,20,23,20,20,32,1
2,234,9,37,1,1,0.71979,2516,268,254,252,2,1,2,25174.00977,2489.61499,10,6,255,255,2729768504,1256530659,252,45,0,0,4294.390742,173.778594,1424254384,1424254385,74.737889,120.397203,0.349237,0.1178,0.231437,0,1,,,2,7,5,2,2,2,2,5,1
13,235,13,4,1,1,1.004901,1684,10168,31,29,3,5,3,12450.97754,76457.28125,14,18,255,255,2963062598,2968286435,120,565,2,0,8761.585501,7674.599157,1424255051,1424255052,77.270921,59.078648,0.000706,0.000561,0.000145,0,0,1.0,,2,3,2,3,9,2,1,2,0
1,236,19,7,1,1,0.020971,1540,1644,31,29,4,4,2,550855.9375,592437.1875,16,18,255,255,3384701469,3391698338,96,91,0,0,80.578184,2.260216,1424251207,1424251207,1.3738,1.186,0.000961,0.000808,0.000153,0,0,,,2,9,9,6,10,5,1,6,0
6,5,6,0,0,2,3e-06,114,0,254,0,0,0,0,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260141,1424260141,0.003,0.0,0.0,0.0,0.0,0,2,,,2,16,16,11,11,11,5,16,1
4,237,12,4,1,1,0.004056,1056,824,31,29,2,2,3,1822485.125,1463510.75,8,10,255,255,1188834937,1189839156,132,82,1,83,33.45122,0.699472,1421959790,1421959790,0.529571,0.389,0.000702,0.000551,0.000151,0,0,1.0,0.0,0,2,2,1,6,1,1,1,0
11,238,10,9,1,1,0.005201,1036,2262,31,29,4,4,2,1461257.5,3190155.75,12,12,255,255,4206104259,4206416073,86,189,0,0,22.516047,0.530426,1421944512,1421944512,0.437364,0.417273,0.000842,0.000601,0.000241,0,0,0.0,0.0,0,9,10,4,4,1,1,3,0
22,239,26,98,0,2,0.000107,503,0,64,0,0,0,2,18841122.0,0.0,2,0,0,0,0,0,252,0,0,0,0.0,0.0,1424245603,1424245603,0.107,0.0,0.0,0.0,0.0,0,0,,,2,46,46,46,46,46,46,46,0
8,240,4,10,0,0,0.005229,568,312,31,29,0,0,2,651749.875,358003.4375,4,4,0,0,0,0,142,78,0,0,1.994278,1.761639,1421967633,1421967633,1.416667,1.248667,0.0,0.0,0.0,0,0,0.0,0.0,0,10,10,5,4,1,1,3,0
3,8,11,6,3,2,9e-06,200,0,254,0,0,0,2,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424230422,1424230422,0.009,0.0,0.0,0.0,0.0,0,2,,,2,3,3,1,21,1,1,3,1
3,2,3,0,0,2,1e-06,114,0,254,0,0,0,0,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424230820,1424230820,0.001,0.0,0.0,0.0,0.0,0,2,,,2,34,34,25,26,25,25,34,1
3,5,14,0,0,2,4e-06,114,0,254,0,0,0,0,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424248043,1424248043,0.004,0.0,0.0,0.0,0.0,0,2,,,2,11,11,7,8,7,7,11,1
2,2,3,0,0,2,3e-06,114,0,254,0,0,0,0,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424239453,1424239453,0.003,0.0,0.0,0.0,0.0,0,2,,,2,42,42,24,24,24,24,42,1
3,2,14,0,0,2,3e-06,114,0,254,0,0,0,0,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424245619,1424245619,0.003,0.0,0.0,0.0,0.0,0,2,,,2,12,12,12,12,12,12,12,1
4,241,8,10,0,0,0.111228,568,304,31,29,0,0,2,30639.76758,16398.74805,4,4,0,0,0,0,142,76,0,0,40.999938,45.186008,1421962609,1421962609,29.002334,31.956334,0.0,0.0,0.0,0,0,0.0,0.0,0,6,7,2,2,1,1,2,0
3,2,3,0,0,2,1e-06,114,0,254,0,0,0,0,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424232179,1424232179,0.001,0.0,0.0,0.0,0.0,0,2,,,2,34,34,20,20,20,12,34,1
2,5,2,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424252560,1424252560,0.009,0.0,0.0,0.0,0.0,0,2,,,2,19,19,11,12,11,11,19,1
2,8,6,6,3,2,9e-06,200,0,254,0,0,0,2,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237382,1424237382,0.009,0.0,0.0,0.0,0.0,0,2,,,2,3,3,2,2,2,2,3,1
2,5,3,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424238097,1424238097,0.009,0.0,0.0,0.0,0.0,0,2,,,2,38,38,20,21,19,19,39,1
0,242,20,18,1,1,1.534774,7822,14836,31,29,30,32,2,40438.52734,76722.70313,122,126,255,255,1583818068,3735008574,64,118,0,0,717.193745,704.661348,1424254207,1424254209,12.786942,12.274216,0.000628,0.000491,0.000137,0,0,,,2,5,3,3,5,1,1,1,0
7,5,7,0,0,2,9e-06,264,0,60,0,0,0,0,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424245881,1424245881,0.009,0.0,0.0,0.0,0.0,0,0,,,2,43,43,38,38,38,20,43,0
4,243,0,99,1,1,0.401625,4976,3080,31,29,7,7,2,95591.65625,59319.01563,28,30,255,255,892299341,3273936807,178,103,0,0,841.544438,21.512344,1421940849,1421940849,14.86337,13.832311,0.000622,0.000483,0.000139,0,0,0.0,0.0,0,14,3,4,5,1,1,3,0
3,2,3,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424233599,1424233599,0.009,0.0,0.0,0.0,0.0,0,2,,,2,28,28,25,25,25,25,28,1
12,244,1,100,1,1,0.013935,2766,26160,31,29,7,16,2,1552350.25,14692214.0,44,46,255,255,3033611994,888505927,63,569,0,0,18.818538,18.333199,1424244227,1424244227,0.323667,0.297044,0.000669,0.000559,0.00011,0,0,,,2,10,4,1,6,1,1,3,0
8,245,18,101,1,1,0.034033,3614,44706,31,29,7,24,2,835424.4375,10339376.0,60,62,255,255,2073175324,4223083952,60,721,0,0,41.46293,41.015049,1421969498,1421969498,0.570847,0.547525,0.000762,0.000623,0.000139,0,0,0.0,0.0,0,7,11,3,2,1,1,1,0
2,8,9,6,3,2,1e-05,200,0,254,0,0,0,2,400000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930728,1421930728,0.002,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,15,14,4,9,4,4,4,1
6,2,9,0,0,2,8e-06,114,0,254,0,0,0,0,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424224275,1424224275,0.008,0.0,0.0,0.0,0.0,0,2,,,2,20,20,17,19,17,8,20,1
1,246,20,102,1,1,0.052873,2438,19242,31,29,7,13,2,359200.3438,2838651.0,38,40,255,255,1772941100,4011053551,64,481,0,0,0.0,94.038212,1424237053,1424237053,1.419189,1.342333,0.000654,0.000519,0.000135,0,0,,,2,7,5,2,4,1,1,1,0
2,5,3,0,0,2,3e-06,114,0,254,0,0,0,0,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424239430,1424239430,0.003,0.0,0.0,0.0,0.0,0,2,,,2,29,29,20,20,20,20,29,1
2,2,3,0,0,2,8e-06,114,0,254,0,0,0,0,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424240557,1424240557,0.008,0.0,0.0,0.0,0.0,0,2,,,2,36,36,21,21,21,21,36,1
1,247,18,103,1,1,0.467314,4840,3080,31,29,7,7,2,79912.00781,50980.71094,28,30,255,255,3194636306,1124802710,173,103,0,0,1138.224932,29.927123,1424242986,1424242986,17.961731,16.095931,0.000662,0.000529,0.000133,0,0,,,2,13,6,3,3,1,1,4,0
11,248,8,104,1,1,0.376389,5016,3080,31,29,7,7,2,102808.5313,63296.21875,28,30,255,255,1935515130,1938726869,179,103,0,0,829.562367,21.519814,1421944838,1421944838,13.927371,12.960414,0.000684,0.00053,0.000154,0,0,0.0,0.0,0,11,12,10,7,3,3,5,0
2,2,2,0,0,2,8e-06,114,0,254,0,0,0,0,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253872,1424253872,0.008,0.0,0.0,0.0,0.0,0,2,,,2,29,29,16,16,16,16,29,1
15,2,5,0,0,2,6e-06,264,0,60,0,0,0,0,176000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424251715,1424251715,0.006,0.0,0.0,0.0,0.0,0,0,,,2,37,37,13,13,13,13,37,0
3,2,14,0,0,2,3e-06,114,0,254,0,0,0,0,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424244527,1424244527,0.003,0.0,0.0,0.0,0.0,0,2,,,2,35,35,22,23,22,22,35,1
